density,pH,alcohol,quality,wineType,satisfied,price
0.9987,3.35,9.7,5,R,Yes,11.88
1.0004,3.29,9,5,R,Yes,10.18
0.9978,3.4,9.5,5,R,Yes,11.37
0.9998,3.27,9.3,5,R,Yes,6.32
0.9994,3.04,9.3,6,R,No,16.36
0.998,3.09,10,6,R,No,17.52
0.9967,3.2,9.8,6,R,No,16.28
1,3,9.3,6,R,No,16.3
0.9962,3.26,10,4,R,Yes,10.17
1.0006,3.1,9,6,R,No,15.22
0.9975,3.3,9.3,5,R,Yes,11.49
1.0006,3.1,9,6,R,No,15.22
0.9984,3.17,9.1,6,R,No,14.32
0.9984,3.31,9.2,6,R,No,14.08
0.9973,3.34,12.2,7,R,No,20.97
0.9982,3.31,10.5,6,R,No,15.73
1.0026,3.32,10.4,6,R,No,13.7
0.9956,3.56,12.7,6,R,No,18.2
0.9983,3.39,9.2,5,R,Yes,11.07
1.0006,2.98,9.4,5,R,Yes,13.07
0.9965,3.32,10,6,R,No,15.67
0.9962,3.26,9.8,5,R,Yes,13.53
0.9969,2.87,10.2,6,R,No,19.12
0.9997,3.5,9.7,5,R,Yes,11.56
0.9997,3.5,9.7,5,R,Yes,11.56
0.9982,3.03,9.8,6,R,No,17.21
1.0006,3.13,10.2,5,R,Yes,13.59
0.9988,3.09,9.3,5,R,Yes,12.75
0.9976,3.27,9.4,5,R,Yes,10.97
0.9976,3.28,9.4,5,R,Yes,10.93
0.9974,3.13,9.5,5,R,Yes,13.28
0.9974,3.49,12.1,6,R,No,17.9
0.9997,3.46,10.2,5,R,Yes,9.14
0.9997,3.46,10.2,5,R,Yes,9.14
0.9988,3.36,9.1,5,R,Yes,11.34
0.9988,3.36,9.1,5,R,Yes,11.34
0.9976,3.27,9.3,6,R,No,14.56
0.9964,3.21,9.3,5,R,Yes,12.19
0.9976,3.27,9.3,6,R,No,14.56
0.9988,3.25,9.5,5,R,Yes,11.92
0.9964,3.32,10.5,6,R,No,15.98
1.001,3.43,11.3,4,R,Yes,9.78
0.9964,3.27,9.5,5,R,Yes,12.63
0.9954,3.27,9.7,5,R,Yes,13.43
0.9979,3.24,9.4,5,R,Yes,12.11
0.9978,3.24,9.4,5,R,Yes,12.21
0.9964,3.35,10.2,7,R,No,19.11
0.997,3.18,10.3,6,R,No,17.53
0.9991,3.39,9.4,5,R,Yes,11.56
0.9992,3.46,9.5,5,R,Yes,11.43
0.9991,3.39,9.4,5,R,Yes,11.56
0.9992,3.46,9.5,5,R,Yes,11.43
0.9991,3.39,9.4,5,R,Yes,11.56
0.9984,3.37,10.1,7,R,No,14.98
0.9972,3.4,10.1,5,R,Yes,11.25
0.9967,3.32,11,4,R,Yes,11.05
0.9964,3.33,11.2,7,R,No,20.74
0.9948,3.16,11.3,6,R,No,12.86
0.9986,2.89,9.6,5,R,Yes,14.41
1.001,3.41,11.2,5,R,Yes,13.92
0.9976,2.98,14.9,5,R,Yes,17.5
0.9976,3.12,12,6,R,No,20.28
0.9979,3.08,9.5,5,R,Yes,13.02
1.0004,3.14,9.4,5,R,Yes,12.07
0.9986,2.89,9.6,5,R,Yes,14.41
0.998,2.92,10.5,7,R,No,23.77
0.9973,3.32,9.6,6,R,No,15.95
0.997,3.41,11,4,R,Yes,8.5
0.9973,3.32,9.6,6,R,No,15.95
0.9978,3.31,9,5,R,Yes,12
0.9972,3.36,9.6,6,R,No,15.54
0.9974,3.04,10.2,6,R,No,18.33
1,3.03,10.2,5,R,Yes,14.83
0.9981,3.14,9.7,5,R,Yes,13.45
0.998,3.18,9.5,6,R,No,16.12
0.9988,2.94,9.2,6,R,No,16.78
0.9966,3.15,11,5,R,Yes,15.16
0.9988,2.94,9.2,6,R,No,16.78
0.9959,3.26,10,5,R,Yes,12.84
0.9968,3.2,9.5,5,R,Yes,13.14
0.998,3.15,9.5,5,R,Yes,13.08
0.9968,3.2,9.5,5,R,Yes,13.14
0.9984,3.08,9.3,6,R,No,15.92
0.9984,3.26,10.2,5,R,Yes,13.44
0.9984,3.08,9.3,6,R,No,15.92
0.9979,3.4,9.9,5,R,Yes,12.26
0.9983,3.48,10,5,R,Yes,11.77
0.9972,3.13,9.6,5,R,Yes,12.04
1.0004,3.06,9,5,R,Yes,12.81
0.9962,3.21,10.2,6,R,No,16.87
0.998,3.33,9.8,5,R,Yes,12.46
0.997,3.37,11.3,5,R,Yes,14.17
0.998,3.25,9.4,5,R,Yes,12.16
0.997,3.37,11.3,5,R,Yes,14.17
0.997,3.44,9.1,5,R,Yes,11.43
0.9998,3.28,9.7,5,R,Yes,11.69
0.9962,3.4,9.4,5,R,Yes,12.22
0.9976,3.3,9.4,5,R,Yes,12.44
0.9966,3.63,10.7,3,R,Yes,9.59
0.9998,3.48,9.8,5,R,Yes,11.48
0.9979,3.03,9,5,R,Yes,12.85
0.9984,3.32,9.4,5,R,Yes,11.36
0.9984,3.31,9.4,5,R,Yes,11.5
0.9921,3.9,12.8,6,R,No,18.39
0.9972,3.47,9.5,6,R,No,14.33
0.9972,3.47,9.5,6,R,No,14.33
1.0001,3.31,9.7,5,R,Yes,11.45
0.9986,3.11,10.8,6,R,No,18.74
0.9984,3.08,10.1,6,R,No,16.78
0.9972,3.47,9.5,6,R,No,14.33
0.997,3.47,9.4,6,R,No,14.15
0.9972,3.32,9.6,4,R,Yes,8.97
0.998,3.29,9.7,4,R,Yes,10.19
0.999,3.37,9.9,5,R,Yes,8.69
0.9956,3.4,10,5,R,Yes,12.71
0.9966,3.37,10.5,5,R,Yes,12.58
0.996,3.34,11.6,6,R,No,18.34
0.9983,3.27,10,6,R,No,16.75
0.9985,3.06,10.1,5,R,Yes,13.7
0.9998,3.38,9.5,5,R,Yes,11.05
0.9992,3.36,9.4,5,R,Yes,10.79
0.9976,3.34,9.4,5,R,Yes,11.77
0.998,3.28,9.8,5,R,Yes,12.34
0.9967,3.29,9.2,6,R,No,14.08
0.9976,3.34,9.4,5,R,Yes,11.77
0.9968,3.21,10,5,R,Yes,12.98
0.9976,3.22,9.6,5,R,Yes,12.91
0.9976,3.46,9.5,5,R,Yes,9.83
0.9976,3.22,9.6,5,R,Yes,12.91
0.9982,3.1,9.2,5,R,Yes,11.99
0.9968,3.21,10,5,R,Yes,12.88
0.9965,2.94,9.5,5,R,Yes,13.96
0.9958,3.54,11.2,4,R,Yes,9.56
0.9976,3.29,10.4,5,R,Yes,12.81
0.9994,3.43,11.1,6,R,No,16.62
0.997,3.46,9.5,5,R,Yes,11.93
0.997,3.46,9.5,5,R,Yes,11.93
0.995,3.61,12.7,6,R,No,17.91
0.9982,3.17,9.6,5,R,Yes,12.84
0.9994,3.44,11.5,5,R,Yes,13.27
0.9966,3.39,9.6,5,R,Yes,12.06
0.998,3.55,9.5,5,R,Yes,10.68
0.9987,3.48,9.3,5,R,Yes,11.36
0.9963,3.26,9.5,5,R,Yes,12.47
0.9963,3.26,9.5,5,R,Yes,12.47
1.0002,3.5,9.3,6,R,No,13.44
0.9983,3.1,9.2,5,R,Yes,12.04
0.999,3.35,9.3,5,R,Yes,11.48
0.9965,3.45,11.5,6,R,No,15.8
0.99788,3.21,9.5,5,R,Yes,12.2
0.9972,3.46,9.2,5,R,Yes,11.39
1.00024,3.13,10,5,R,Yes,13.17
1.0001,3.13,9.5,5,R,Yes,12.48
0.99768,3.52,9.5,6,R,No,14.09
0.9978,3.3,9,6,R,No,13.86
0.99782,3.3,9.4,5,R,Yes,11.64
0.99761,3.52,9.6,6,R,No,14.26
0.99768,3.52,9.5,6,R,No,14.09
0.99803,3.29,9.5,5,R,Yes,11.54
0.99803,3.29,9.5,5,R,Yes,11.54
0.99785,3.39,9.4,5,R,Yes,11.36
0.99803,3.29,9.5,5,R,Yes,11.54
0.99656,3.09,9.1,6,R,No,15.97
0.99525,3.51,10.7,6,R,No,16.39
0.99488,3.6,11.2,6,R,No,16.67
0.99656,3.25,9.8,5,R,Yes,12.88
0.99656,3.25,9.8,5,R,Yes,12.88
0.99823,3.19,9.2,5,R,Yes,11.92
0.99779,3.23,9.7,5,R,Yes,12.22
0.99738,3.25,9.6,5,R,Yes,12.77
0.99701,3.31,10,6,R,No,16.43
0.99738,3.25,9.6,5,R,Yes,12.77
0.99888,3.31,9.5,6,R,No,14.42
0.99888,3.31,9.5,6,R,No,14.22
0.99738,3.14,9.4,5,R,Yes,12.07
0.99938,3.45,9.5,5,R,Yes,11.07
0.99744,3.55,9.7,6,R,No,14.09
0.99668,3.39,9.6,5,R,Yes,12.26
0.99744,3.55,9.7,6,R,No,14.09
0.9978,3.28,9.4,5,R,Yes,11.93
0.99782,3.27,9.4,5,R,Yes,12.07
0.9973,3.3,9.5,6,R,No,15.47
0.99727,3.31,9.5,6,R,No,15.42
0.99586,3.43,10,5,R,Yes,11.58
0.99612,3.4,10.3,6,R,No,15.78
0.9961,3.4,10.3,6,R,No,15.78
0.99788,3.36,10.5,5,R,Yes,12.23
0.99745,3.5,9.8,5,R,Yes,11.4
0.99676,3.31,9.4,6,R,No,15.04
0.99732,3.66,9.8,5,R,Yes,10.99
0.99814,3.36,10,5,R,Yes,12.48
0.99732,3.66,9.8,5,R,Yes,10.99
0.99746,3.55,9.8,5,R,Yes,11.3
0.9982,3.21,9.5,5,R,Yes,12.5
0.9982,3.21,9.5,5,R,Yes,12.5
0.9991,3.18,10.1,6,R,No,16.86
0.9991,3.18,10.1,6,R,No,16.86
0.998,3.09,9.3,5,R,Yes,12.15
0.99708,3.33,9.7,6,R,No,14.88
0.99818,3.23,9.6,5,R,Yes,11.96
0.99745,3.48,9.7,6,R,No,14.22
0.99639,3.38,10.8,5,R,Yes,13.38
0.99531,3.17,12.5,6,R,No,21.36
0.99786,2.99,10.2,5,R,Yes,14.46
0.99746,3.1,9.6,5,R,Yes,12.98
0.99526,3.24,10.8,7,R,No,21.73
0.9987,3.29,10.7,6,R,No,15.91
0.9987,3.29,10.7,6,R,No,15.91
0.99641,3.25,9.4,5,R,Yes,10.46
0.99735,3.23,10,5,R,Yes,12.18
0.99264,3.56,12.9,7,R,No,23.67
0.9971,3.24,9.6,6,R,No,15.28
0.99682,3.26,9.9,6,R,No,15.52
0.99356,3.33,12.8,7,R,No,24.51
0.99386,3.27,12.5,7,R,No,24.76
0.99356,3.33,12.8,7,R,No,24.51
0.99702,3.26,9.2,5,R,Yes,12.21
0.99693,3.22,10.3,6,R,No,16.39
0.99562,3.3,10.5,5,R,Yes,13.31
1.00012,3.09,10.9,6,R,No,18.37
0.99818,3.24,10.8,5,R,Yes,14.17
0.99462,3.44,11.4,4,R,Yes,11.16
0.99939,3.21,11.3,6,R,No,18.32
0.99818,3.24,10.8,5,R,Yes,14.17
0.9984,3.23,10.5,6,R,No,16.3
0.99545,3.28,11.9,6,R,No,20.17
0.99632,3.29,9.4,5,R,Yes,11.94
0.99976,3.28,9.6,5,R,Yes,11.43
0.99606,3.34,9.7,5,R,Yes,12.62
0.99154,3.71,14,7,R,No,24.32
0.9973,3.61,9.8,5,R,Yes,11.57
0.9973,3.61,9.8,5,R,Yes,11.57
0.99682,3.24,10.3,5,R,Yes,13.1
0.99624,3.36,10.7,5,R,Yes,13.12
0.9951,3.4,11,7,R,No,20.35
0.99624,3.36,10.7,5,R,Yes,13.12
0.99417,3.46,12.7,8,R,No,27.06
0.99376,3.56,11.1,6,R,No,16.61
0.99632,3.38,10.9,4,R,Yes,10.4
0.99376,3.56,11.1,6,R,No,16.61
0.99832,3.38,9.9,3,R,Yes,7.29
0.99836,3.38,9.9,4,R,Yes,10.12
0.99694,3.32,9.4,5,R,Yes,12.56
0.99655,3.39,9.3,5,R,Yes,12.22
0.99064,3.26,11.7,7,R,No,22.72
0.99064,3.26,11.7,7,R,No,22.72
0.99672,3.24,11.2,7,R,No,22.6
0.99647,3.46,10,5,R,Yes,12.25
0.99736,3.24,12.1,7,R,No,23.49
0.99629,3.45,10.3,5,R,Yes,11.93
0.99708,3.23,10.9,6,R,No,17.65
0.9963,3.28,9.4,5,R,Yes,12.33
0.9959,3.18,10.6,6,R,No,18.3
0.99689,3.59,9.8,5,R,Yes,11.85
0.99689,3.59,9.8,5,R,Yes,11.85
0.9977,3.5,9.9,6,R,No,15.17
0.99689,3.59,9.8,5,R,Yes,11.85
0.99689,3.58,9.8,5,R,Yes,12.09
0.99708,3.28,9.5,5,R,Yes,12.58
0.99708,3.28,9.5,5,R,Yes,12.58
0.99801,3.22,9.7,5,R,Yes,12.56
0.99652,3.47,10.9,6,R,No,17.35
0.99652,3.47,10.9,6,R,No,17.35
0.99538,3.51,11.7,7,R,No,20.83
0.99652,3.47,10.9,6,R,No,17.35
0.99594,3.4,11.3,7,R,No,20.76
0.99686,3.15,10.6,7,R,No,21.86
0.99438,3.4,11.2,6,R,No,17.96
0.99746,3.51,9.5,5,R,Yes,10.83
0.99357,3.66,11.5,6,R,No,16.85
0.99628,3.24,10.4,5,R,Yes,13.35
0.99746,3.51,9.7,5,R,Yes,11.32
0.99746,3.51,9.5,5,R,Yes,10.83
0.99748,3.51,9.7,5,R,Yes,11.22
0.99438,3.41,11.3,6,R,No,17.58
0.99438,3.4,11.2,6,R,No,17.76
0.99438,3.4,11.2,6,R,No,17.96
0.99578,3.44,10.9,6,R,No,17.01
0.99371,3.41,11.8,6,R,No,18.66
0.99522,3.53,10.6,5,R,Yes,13.51
0.99576,3.43,10,4,R,Yes,9.66
0.99552,3.23,11.1,7,R,No,22.46
0.99664,3.12,11.8,7,R,No,24.37
0.99614,3.31,11.8,7,R,No,22.15
0.99517,3.4,10.9,4,R,Yes,10.62
0.99371,3.41,11.8,6,R,No,18.66
0.99787,3.22,10,6,R,No,14.63
0.99745,3.53,9.5,5,R,Yes,10.96
0.99576,3.15,9.9,5,R,Yes,14.11
0.99533,3.48,11.4,6,R,No,17.56
0.99536,3.22,12,6,R,No,19.26
0.99745,3.53,9.5,5,R,Yes,10.96
0.99787,3.22,10,6,R,No,14.63
0.99824,3.34,10.5,5,R,Yes,13.22
0.99836,3.33,10.4,6,R,No,16.34
0.99577,3.15,12.1,7,R,No,24.29
0.99491,3.43,11.2,6,R,No,17.09
1.00289,3.22,9.3,5,R,Yes,7.84
0.99576,3.44,10.1,5,R,Yes,12.68
0.99743,3.53,9.7,5,R,Yes,11.44
0.99774,3.22,9.3,6,R,No,15.43
0.99743,3.53,9.7,5,R,Yes,11.44
0.99745,3.53,9.8,6,R,No,14.46
0.9955,3.42,10.7,6,R,No,16.47
0.99444,3.31,12.5,7,R,No,24.04
0.9955,3.42,10.7,6,R,No,16.47
0.99444,3.31,12.5,7,R,No,24.04
0.99892,3.48,11,3,R,Yes,6.08
0.99562,3.4,11.8,5,R,Yes,14.75
0.99736,3.58,10.8,7,R,No,18.72
0.99736,3.58,10.8,7,R,No,18.72
0.9962,3.41,10.8,7,R,No,16.17
0.9962,3.41,10.8,7,R,No,16.17
0.998,3.23,9.5,5,R,Yes,11.71
0.9964,3.39,11,5,R,Yes,13.62
0.9948,3.59,11.5,6,R,No,17.02
0.99528,3.43,10.8,6,R,No,16.49
0.99331,3.29,11.5,6,R,No,19.77
0.99577,3.23,13.2,6,R,No,20.72
0.99901,3.18,10.9,6,R,No,11.57
0.99674,3.33,12.2,6,R,No,19.08
0.99639,3.27,12.2,7,R,No,21.52
0.99331,3.29,11.5,6,R,No,19.77
0.99512,3.27,11.9,6,R,No,19.63
0.99395,3.62,11,5,R,Yes,13.69
0.99824,3.38,10.1,6,R,No,9.13
0.9964,3.3,11,6,R,No,17.8
0.99504,3.38,11.8,6,R,No,19.15
0.99786,3.24,10.5,5,R,Yes,13.9
0.9964,3.3,11,6,R,No,17.8
0.99504,3.38,11.8,6,R,No,19.15
0.99824,3.38,10.1,6,R,No,9.13
0.99516,3.18,11.2,5,R,Yes,15.31
0.99604,3.47,11,7,R,No,20.29
0.99786,3.47,10.2,6,R,No,15.34
0.99736,3.2,9.2,4,R,Yes,9.3
0.99516,3.18,11.2,5,R,Yes,15.31
0.99468,3.3,12,7,R,No,22.15
0.99746,3.69,10.5,5,R,Yes,12.33
0.99748,3.48,9.8,5,R,Yes,12.08
0.9971,3.45,9.5,6,R,No,14.62
0.99748,3.48,9.8,5,R,Yes,12.08
0.99746,3.69,10.5,5,R,Yes,12.33
0.99543,3.39,11.8,6,R,No,18.58
0.99543,3.39,11.8,6,R,No,18.58
0.99791,3.07,10.4,4,R,Yes,12.15
0.99356,3.34,12.9,7,R,No,24.24
0.99425,3.61,11.4,5,R,Yes,14.19
0.99509,3.36,12.4,7,R,No,23.63
0.99484,3.19,12.5,7,R,No,22.43
0.99834,3.22,10,7,R,No,19.14
0.99864,3.24,9.7,7,R,No,18.66
0.99498,3.27,12.1,7,R,No,22.1
0.99566,3.14,11.1,7,R,No,22.75
0.99745,3.29,12,7,R,No,21.43
0.99408,3.26,12.4,7,R,No,24.53
0.99552,3.41,11.9,7,R,No,22.63
0.99552,3.41,11.9,7,R,No,22.63
0.99552,3.41,11.9,7,R,No,22.63
0.99408,3.26,12.4,7,R,No,24.53
0.99536,3.31,11.2,7,R,No,21.49
0.99458,3.2,12.1,7,R,No,24.37
0.99538,3.44,12.2,6,R,No,18.58
0.99648,3.36,10.4,5,R,Yes,13.58
0.99568,3.31,11.3,6,R,No,18.38
0.99613,3.29,11.1,6,R,No,18.24
0.99519,3.47,11.3,7,R,No,20.5
0.99735,3.36,10,5,R,Yes,12.88
0.99518,3.16,11.1,6,R,No,19.18
0.99592,3.27,9.3,5,R,Yes,12.62
0.99654,3.38,9.5,5,R,Yes,11.95
0.99546,3.15,11.2,6,R,No,19.33
0.99518,3.16,11.1,6,R,No,19.18
0.99554,3.34,11,6,R,No,17.36
0.99604,3.13,11.9,7,R,No,24.21
0.99733,3.13,9.2,5,R,Yes,12.6
0.9943,3.2,12.2,6,R,No,20.48
0.99669,3.46,10.2,5,R,Yes,11.84
0.99724,3.33,10.9,6,R,No,17.74
0.99724,3.33,10.9,6,R,No,17.74
0.99643,3.22,11.6,7,R,No,22.82
0.99605,3.52,10.7,5,R,Yes,13.5
0.99658,3.3,12.1,7,R,No,19.77
0.997,3.44,9.4,5,R,Yes,11.56
0.997,3.44,9.4,5,R,Yes,11.56
0.99801,3.15,9.1,5,R,Yes,11.84
0.99416,3.28,11.3,7,R,No,20.52
0.9969,3.13,10.4,5,R,Yes,15.21
0.99774,3.32,10.5,6,R,No,17.08
0.99712,3.25,10,5,R,Yes,13.48
0.99418,3.34,12.9,6,R,No,21.07
0.99774,3.32,10.5,6,R,No,17.08
0.9969,3.13,10.4,5,R,Yes,15.21
0.99562,3.45,11.3,6,R,No,17.65
0.9947,3.19,11.4,7,R,No,23.62
0.99693,3.44,9.4,5,R,Yes,12.06
0.99596,3.16,9.4,5,R,Yes,13.17
0.99556,3.14,10.9,6,R,No,19.33
0.99596,3.16,9.4,5,R,Yes,13.17
0.99694,3.45,9.4,5,R,Yes,11.62
0.99554,3.36,9.4,6,R,No,14.79
0.99694,3.45,9.4,5,R,Yes,11.62
0.99918,3.15,9.4,5,R,Yes,12.42
0.99697,3.39,10.1,6,R,No,15.88
0.99378,3.71,12.8,7,R,No,21.95
0.99378,3.71,12.8,7,R,No,21.95
0.99554,3.12,9.1,6,R,No,16.1
0.99162,3.47,12.9,6,R,No,20.66
0.99495,3.44,11.5,7,R,No,21.2
0.99676,3.26,10.6,7,R,No,21.26
0.99516,3.26,11.7,7,R,No,23.07
0.9928,3.36,12.8,7,R,No,24.87
0.99603,3.25,10.3,5,R,Yes,14.25
0.9928,3.36,12.8,7,R,No,24.87
0.99516,3.26,11.7,7,R,No,23.07
0.99516,3.26,11.7,7,R,No,23.12
0.99549,3.23,12,7,R,No,22.41
0.99722,3.18,10.9,5,R,Yes,14.34
0.99354,3.25,12.3,7,R,No,24.79
0.9957,3.17,10.4,6,R,No,17.68
0.99604,3.23,10,5,R,Yes,13.38
0.99635,3.38,10,6,R,No,16.15
0.99454,3.22,11.2,6,R,No,18.87
0.99598,3.06,11.4,6,R,No,20.15
0.99486,3.27,12.6,7,R,No,24.77
0.99007,2.89,12.7,6,R,No,25.47
0.99007,2.89,12.7,6,R,No,25.47
0.99636,3.53,10.4,5,R,Yes,12.93
0.99642,3.2,11.9,6,R,No,19.91
0.99642,3.2,11.9,6,R,No,19.91
0.99584,3.35,10.5,5,R,Yes,13.57
0.99506,3.27,12.3,6,R,No,20.27
0.99568,3.32,10.5,7,R,No,20.34
0.99822,3.33,10.4,6,R,No,15.94
0.99364,3.41,12.6,6,R,No,20.27
0.99378,3.49,11.6,5,R,Yes,14.42
0.99586,3.37,10.1,6,R,No,15.48
0.99568,3.32,10.5,7,R,No,20.34
0.99488,3.42,11.5,7,R,No,21.44
0.99514,3.35,11,7,R,No,21.19
0.99854,3.36,9.6,5,R,Yes,10.19
0.99592,3.3,10.4,6,R,No,16.31
0.99739,3.2,9.7,6,R,No,15.69
0.99683,3.17,10.6,7,R,No,21.01
0.99356,3.22,12.5,7,R,No,24.67
0.99672,3.35,9.2,5,R,Yes,11.93
0.9953,3.24,12.6,7,R,No,21.02
0.99692,3.33,11.1,6,R,No,17.8
0.99756,3.58,10.2,5,R,Yes,12.05
0.99547,3.38,9.8,6,R,No,15.7
0.99692,3.33,11.1,6,R,No,17.8
0.99859,3.29,10.9,7,R,No,14.29
0.99294,3.36,12.2,6,R,No,18.49
0.99438,3.32,11.4,6,R,No,19.2
0.99612,3.31,10.7,6,R,No,17.7
0.99634,3.49,10.4,5,R,Yes,13.1
0.99702,3.27,10.9,6,R,No,18.3
0.99704,3.27,10.8,6,R,No,18.02
0.99634,3.49,10.4,5,R,Yes,13.1
0.99702,3.03,9.2,5,R,Yes,13.78
0.99258,3.56,12.9,5,R,Yes,15.72
0.99426,3.38,12.7,7,R,No,24
0.99747,3.13,9.1,6,R,No,15.44
0.99747,3.13,9.1,6,R,No,15.44
0.99586,3.21,12.1,7,R,No,22.39
0.99784,3.15,9.1,5,R,Yes,10.54
0.9971,3.19,11.6,7,R,No,23.05
0.99586,3.21,12.1,7,R,No,22.39
0.9981,3.14,9.9,6,R,No,17.12
0.99462,3.21,12.5,8,R,No,29.35
0.9956,3.3,11.4,6,R,No,18.83
0.99565,3.22,11.8,6,R,No,19.59
0.99418,3.28,11.8,6,R,No,19.59
0.9963,3.29,10.2,6,R,No,16.2
0.99358,3.4,12.5,7,R,No,23.34
0.99572,3.02,10.9,7,R,No,23.06
0.99572,3.02,10.9,7,R,No,23.06
0.997,3.31,10.8,5,R,Yes,13.51
0.99498,3.18,11.1,7,R,No,22.93
0.99892,3.2,9.2,5,R,Yes,6.28
0.9968,3.4,9.5,6,R,No,14.96
0.9972,3.31,10.7,6,R,No,16.7
0.99892,3.2,9.2,5,R,Yes,6.28
0.99769,3.44,10.2,7,R,No,18.76
0.99534,3.15,11.4,6,R,No,19.71
0.99817,3.27,11,5,R,Yes,10.42
0.99817,3.27,11,5,R,Yes,10.42
0.99316,3.01,12.3,7,R,No,20.3
0.99471,3.16,11.8,6,R,No,21.01
0.99316,3.01,12.3,7,R,No,20.3
0.99685,3.42,9.5,6,R,No,14.87
0.99617,3.33,12,6,R,No,19.22
0.99685,3.42,9.5,6,R,No,14.87
0.99529,3.12,9.6,5,R,Yes,13.58
0.99738,3.38,11.6,7,R,No,19.32
0.994,3.29,11.2,6,R,No,18.83
0.99735,3.02,9.9,7,R,No,21.45
0.99735,3.02,9.9,7,R,No,21.45
0.99451,2.98,11.8,8,R,No,29.78
0.99546,3.35,11.4,6,R,No,18.42
0.99479,3.43,11.5,6,R,No,18.12
0.99615,3.33,12,7,R,No,23.03
0.99655,3.35,10.8,6,R,No,13.84
0.99772,3.15,10.5,5,R,Yes,14.17
0.99655,3.35,10.8,6,R,No,13.84
0.99666,3.2,9.4,5,R,Yes,13.19
0.99358,3.15,12.5,7,R,No,25.68
0.99666,3.2,9.4,5,R,Yes,13.19
0.99392,3.11,12.4,6,R,No,21.82
0.99388,3.35,12,6,R,No,19.39
0.99402,3.45,11.2,6,R,No,17.78
0.99388,3.35,12,6,R,No,19.39
0.9936,3.28,12.4,6,R,No,20.48
0.99374,3.41,12.8,5,R,Yes,16.67
0.99376,3.21,12.3,6,R,No,21.09
0.99523,3.27,11.7,7,R,No,23.05
0.99855,3.36,9.5,5,R,Yes,10.84
0.9982,3.17,10.8,6,R,No,18.34
0.99593,3.25,10,6,R,No,17.06
0.99471,3.78,12.3,7,R,No,20.78
0.99396,3.29,11,6,R,No,18.56
0.99698,3.12,9.5,6,R,No,16.67
0.9902,3.49,13.6,6,R,No,19.08
0.99572,3.38,11.3,6,R,No,17.56
0.99572,3.38,11.3,6,R,No,17.56
0.99572,3.38,11.3,6,R,No,17.56
0.99252,3.3,13.3,6,R,No,22.08
0.99256,3.52,12.9,5,R,Yes,15.82
0.99235,3.2,13.1,8,R,No,30.25
0.99352,3.44,12.3,6,R,No,19.65
0.9922,3.45,12.3,6,R,No,19.99
0.99674,3.12,11.2,6,R,No,19.64
0.99557,3.62,11.5,4,R,Yes,10.51
0.99394,3.14,11.3,7,R,No,23.49
0.9915,3.39,13.5,6,R,No,22.19
0.99379,3.51,11.5,6,R,No,16.76
0.9984,3.22,10,5,R,Yes,12.83
0.99798,3.21,10.5,6,R,No,16.33
0.9977,3.18,10.4,6,R,No,17.72
0.99341,3.32,9.5,5,R,Yes,12.61
0.9933,3.38,13.6,7,R,No,26.37
0.99684,3.37,11.2,7,R,No,17.76
0.99524,3.3,11.8,7,R,No,23.33
0.9946,3.38,11.9,6,R,No,19.42
0.99774,3.22,11.4,6,R,No,19.24
0.99774,3.22,11.4,6,R,No,19.24
0.99786,3.14,9.1,5,R,Yes,10.79
0.99764,3.34,9.5,6,R,No,15.07
0.9969,3.41,9.5,6,R,No,15.02
0.99624,3.27,11,6,R,No,17.68
0.99354,3.3,11.4,6,R,No,18.33
0.99672,3.61,10,6,R,No,14.82
0.99588,3.43,10.1,5,R,Yes,12.42
0.99672,3.53,10.4,6,R,No,15.18
0.996,3.28,9.8,6,R,No,16.13
0.99702,3.21,11.8,7,R,No,19.53
0.99526,3.39,11.6,6,R,No,18.53
0.99585,3.23,12,6,R,No,20.29
0.99473,3.3,12.8,7,R,No,24.35
0.99352,3.46,12.5,6,R,No,19.18
0.99616,3.15,9.8,5,R,Yes,13.36
0.99622,3.23,11.1,6,R,No,18.52
0.99544,3.59,11.4,6,R,No,16.85
0.99616,3.15,9.8,5,R,Yes,13.36
0.99524,3.33,11.8,7,R,No,23.05
0.9924,3.46,12.9,7,R,No,24
0.99572,3.42,10.6,6,R,No,15.8
0.99728,3.16,10.8,5,R,Yes,14.89
0.99676,3.14,11.1,7,R,No,22.45
0.99551,3.21,10.2,6,R,No,17.67
0.99434,3.14,11.8,7,R,No,24.01
0.99692,3.29,10,5,R,Yes,13.5
0.99692,3.29,10,5,R,Yes,13.5
0.99634,3.01,9.4,5,R,Yes,13.71
0.99709,2.94,10.2,5,R,Yes,15.35
0.99528,3.32,12.4,7,R,No,23.64
0.99384,3.21,12,6,R,No,19.63
0.99502,3.32,11.5,6,R,No,18.48
0.99667,3.2,10.5,6,R,No,18.09
0.99522,3.42,10.8,6,R,No,16.75
0.99649,3.27,12.3,6,R,No,20.47
0.99716,3.46,9.5,6,R,No,14.77
0.99716,3.46,9.5,6,R,No,14.77
0.99541,3.61,11.5,6,R,No,16.91
0.99572,3.58,11.2,4,R,Yes,6.91
0.99318,3.35,12.7,7,R,No,24.14
0.99346,3.68,11.4,5,R,Yes,13.39
0.99599,3.27,11,6,R,No,17.78
0.99599,3.27,11,6,R,No,17.78
0.99478,3.19,11.4,5,R,Yes,16.22
0.99754,3.38,10.5,6,R,No,16.14
0.99572,3.29,9.3,5,R,Yes,12.53
